Model,State,Point,Recall,Precision,Threshold,State_AUPRC,State_Prevalence
CatBoost,1,169,0.6933333333333334,0.7761194029850746,0.7114020366517647,0.7129268140009529,0.3191489361702128
CatBoost,1,170,0.68,0.7727272727272727,0.7128497776630431,0.7129268140009529,0.3191489361702128
CatBoost,1,171,0.6666666666666666,0.7692307692307693,0.7179285718834085,0.7129268140009529,0.3191489361702128
CatBoost,1,172,0.6533333333333333,0.765625,0.7249828206508829,0.7129268140009529,0.3191489361702128
CatBoost,1,173,0.64,0.7619047619047619,0.7259022846642008,0.7129268140009529,0.3191489361702128
CatBoost,1,174,0.6266666666666667,0.7580645161290323,0.7268196816954761,0.7129268140009529,0.3191489361702128
CatBoost,1,175,0.6133333333333333,0.7540983606557377,0.731985795142993,0.7129268140009529,0.3191489361702128
CatBoost,1,176,0.6,0.75,0.7402561145790493,0.7129268140009529,0.3191489361702128
CatBoost,1,177,0.5866666666666667,0.7457627118644068,0.740374166720682,0.7129268140009529,0.3191489361702128
CatBoost,1,178,0.5733333333333334,0.7413793103448276,0.7424481181025511,0.7129268140009529,0.3191489361702128
CatBoost,1,179,0.5733333333333334,0.7543859649122807,0.744996008140242,0.7129268140009529,0.3191489361702128
CatBoost,1,180,0.5733333333333334,0.7678571428571429,0.7467635306213439,0.7129268140009529,0.3191489361702128
CatBoost,1,181,0.56,0.7636363636363637,0.7510627803413777,0.7129268140009529,0.3191489361702128
CatBoost,1,182,0.56,0.7777777777777778,0.7542932310877818,0.7129268140009529,0.3191489361702128
CatBoost,1,183,0.56,0.7924528301886793,0.754676939147844,0.7129268140009529,0.3191489361702128
CatBoost,1,184,0.5466666666666666,0.7884615384615384,0.7584393584933513,0.7129268140009529,0.3191489361702128
CatBoost,1,185,0.5333333333333333,0.7843137254901961,0.759646644556122,0.7129268140009529,0.3191489361702128
CatBoost,1,186,0.52,0.78,0.7776581982996592,0.7129268140009529,0.3191489361702128
CatBoost,1,187,0.52,0.7959183673469388,0.7777006765003769,0.7129268140009529,0.3191489361702128
CatBoost,1,188,0.5066666666666667,0.7916666666666666,0.7868287402597236,0.7129268140009529,0.3191489361702128
CatBoost,1,189,0.49333333333333335,0.7872340425531915,0.7879773593615492,0.7129268140009529,0.3191489361702128
CatBoost,1,190,0.48,0.782608695652174,0.7987149030929911,0.7129268140009529,0.3191489361702128
CatBoost,1,191,0.4666666666666667,0.7777777777777778,0.8090678707557135,0.7129268140009529,0.3191489361702128
CatBoost,1,192,0.4533333333333333,0.7727272727272727,0.814074273268379,0.7129268140009529,0.3191489361702128
CatBoost,1,193,0.44,0.7674418604651163,0.8151097926311165,0.7129268140009529,0.3191489361702128
CatBoost,1,194,0.4266666666666667,0.7619047619047619,0.8151259037168755,0.7129268140009529,0.3191489361702128
CatBoost,1,195,0.41333333333333333,0.7560975609756098,0.8163840032074923,0.7129268140009529,0.3191489361702128
